"card_no","sex","major","access_no"
"182169","女","18旅游管理","21403754"
"182170","女","18旅游管理","21611498"
"182171","女","18旅游管理","20111802"
"182172","女","18旅游管理","20156154"
"182173","女","18旅游管理","21958202"
"182174","女","18旅游管理","21636330"
"182175","女","18旅游管理","20620474"
"182176","女","18旅游管理","18719082"
"182177","女","18旅游管理","19344762"
"182178","女","18旅游管理","19053482"
"182179","女","18旅游管理","20119642"
"182180","女","18旅游管理","18608378"
"182181","女","18旅游管理","18541194"
"182182","女","18旅游管理","20806826"
"182183","女","18旅游管理","20840138"
"182184","女","18旅游管理","1156842"
"182185","女","18旅游管理","21020858"
"182186","女","18旅游管理","20609898"
"182187","女","18旅游管理","21108058"
"182188","女","18旅游管理","19522778"
"182189","女","18旅游管理","20113978"
"182190","女","18旅游管理","20610906"
"182191","女","18旅游管理","20449130"
"182192","女","18旅游管理","18540026"
"182193","女","18旅游管理","21246906"
"182194","女","18旅游管理","24208474"
"182195","女","18旅游管理","21558730"
"182196","女","18旅游管理","18644666"
"182197","女","18旅游管理","19448714"
"182198","女","18旅游管理","18649018"
"182199","女","18旅游管理","20106522"
"182200","女","18旅游管理","18810730"
"182201","女","18旅游管理","17625786"
"182202","女","18旅游管理","18649834"
"182203","女","18旅游管理","22035178"
"182204","女","18旅游管理","20841034"
"182205","女","18旅游管理","20835738"
"182206","女","18旅游管理","20747402"
"182207","女","18旅游管理","19431946"
"182208","女","18旅游管理","20448154"
"182209","女","18旅游管理","20764170"
"182210","女","18旅游管理","21154618"
"182211","女","18旅游管理","20801978"
"182212","女","18旅游管理","19757610"
"182213","女","18旅游管理","19119818"
"182214","男","18社会工作","18700474"
"182215","男","18社会工作","21647354"
"182216","男","18社会工作","21445450"
"182217","男","18社会工作","19253626"
"182218","男","18社会工作","19446282"
"182219","男","18社会工作","20346346"
"182220","男","18社会工作","21364618"
"182221","男","18社会工作","18762010"
"182222","男","18社会工作","18614746"
"182223","男","18社会工作","20711274"
"182224","男","18社会工作","18718234"
"182225","男","18社会工作","21932538"
"182226","男","18社会工作","21538762"
"182227","男","18社会工作","18410554"
"182228","男","18社会工作","21330298"
"182229","男","18社会工作","19943482"
"182230","男","18社会工作","20944858"
"182231","男","18社会工作","19225354"
"182232","男","18社会工作","20532634"
"182233","男","18社会工作","20713274"
"182234","男","18社会工作","20024682"
"182235","男","18社会工作","18431578"
"182236","男","18社会工作","20630714"
"182237","男","18社会工作","21064042"
"182238","男","18社会工作","20121562"
"182239","男","18社会工作","17142362"
"182240","女","18社会工作","19302026"
"182241","女","18社会工作","19852346"
"182242","女","18社会工作","20761482"
"182243","女","18社会工作","19117834"
"182244","女","18社会工作","19436506"
"182245","女","18社会工作","22004570"
"182246","女","18社会工作","21649306"
"182247","女","18社会工作","19836314"
"182248","女","18社会工作","18853482"
"182249","女","18社会工作","21717626"
"182250","女","18社会工作","18962442"
"182251","女","18社会工作","19750218"
"182252","女","18社会工作","19051482"
"182253","女","18社会工作","21006378"
"182254","女","18社会工作","18909738"
"182255","女","18社会工作","17447690"
"182256","女","18社会工作","19212170"
"182257","女","18社会工作","19756234"
"182258","女","18社会工作","18837002"
"182259","女","18社会工作","19929898"
"182260","女","18社会工作","21645946"
"182261","女","18社会工作","20152762"
"182262","女","18社会工作","19521770"
"182263","女","18社会工作","20655722"
"182264","女","18社会工作","21057466"
"182265","女","18社会工作","20303034"
"182266","女","18社会工作","18601386"
"182267","女","18社会工作","18433434"
"182268","女","18社会工作","21013434"
"182269","女","18社会工作","19212538"
"182270","女","18社会工作","18657978"
"182271","女","18社会工作","904826"
"182272","女","18社会工作","20117546"
"182273","女","18社会工作","20835258"
"182274","女","18社会工作","19755962"
"182275","女","18社会工作","20016874"
"182276","女","18社会工作","18547146"
"182277","女","18社会工作","21408874"
"182278","女","18社会工作","21051130"
"182279","女","18社会工作","19050474"
"182280","女","18社会工作","20246026"
"182281","女","18社会工作","20448458"
"182282","女","18社会工作","21726362"
"182283","女","18社会工作","18514922"
"182284","女","18社会工作","19661258"
"182285","女","18社会工作","19930506"
"182286","女","18社会工作","20809242"
"182287","女","18社会工作","21320010"
"182288","女","18社会工作","18842986"
"182289","女","18社会工作","19655626"
"182290","女","18社会工作","20929898"
"182291","女","18社会工作","20250954"
"182292","女","18社会工作","21244106"
"182293","女","18社会工作","24306490"
"182294","女","18社会工作","21645962"
"182295","女","18社会工作","19432234"
"182296","女","18社会工作","18355114"
"182297","女","18社会工作","20757546"
"182298","女","18社会工作","20106426"
"182299","女","18社会工作","18551322"
"182300","女","18社会工作","18511450"
"182301","女","18社会工作","22029658"
"182302","女","18社会工作","20926906"
"182303","女","18社会工作","21817370"
"182304","女","18社会工作","19341914"
"182305","女","18社会工作","21630106"
"182306","男","18国际商务","19435562"
"182307","男","18国际商务","18840282"
"182308","男","18国际商务","19925994"
"182309","男","18国际商务","18718426"
"182310","男","18国际商务","21317210"
"182311","女","18国际商务","14663562"
"182312","女","18国际商务","21332634"
"182313","女","18国际商务","19928682"
"182314","女","18国际商务","20617578"
"182315","女","18国际商务","20531674"
"182316","女","18国际商务","19310298"
"182317","女","18国际商务","19527978"
"182318","女","18国际商务","18401322"
"182319","女","18国际商务","18538218"
"182320","女","18国际商务","19928906"
"182321","女","18国际商务","21058426"
"182322","女","18国际商务","21605418"
"182323","女","18国际商务","19435594"
"182324","女","18国际商务","19602522"
"182325","女","18国际商务","20837882"
"182326","女","18国际商务","18842890"
"182327","女","18国际商务","19832906"
"182328","女","18国际商务","19002698"
"182329","女","18国际商务","18723450"
"182330","女","18国际商务","19356634"
"182331","女","18国际商务","19260394"
"182332","女","18国际商务","21450378"
"182333","女","18国际商务","19932810"
"182334","女","18国际商务","21109018"
"182335","女","18国际商务","21019162"
"182336","女","18国际商务","20206474"
"182337","女","18国际商务","18840010"
"182338","女","18国际商务","19701578"
"182339","女","18国际商务","20210554"
"182340","女","18国际商务","21028954"
"182341","女","18国际商务","22127050"
"182342","女","18国际商务","20851242"
"182343","女","18国际商务","23854522"
"182344","女","18国际商务","19749818"
"182345","女","18国际商务","19828554"
"182346","女","18国际商务","20535178"
"182347","女","18国际商务","19304122"
"182348","女","18国际商务","21928330"
"182349","女","18国际商务","21803834"
"182350","女","18国际商务","19757530"
"182351","女","18国际商务","19750970"
"182352","女","18国际商务","19427946"
"182353","女","18国际商务","19256778"
"182354","女","18国际商务","21148554"
"182355","女","18国际商务","21809690"
"182356","女","18国际商务","21160682"
"182357","女","18国际商务","18622314"
"182358","女","18国际商务","19764250"
"182359","女","18国际商务","20337242"
"182360","女","18国际商务","21446202"
"182361","女","18国际商务","21321818"
"182362","女","18国际商务","20259498"
"182363","女","18国际商务","21064922"
"182364","女","18国际商务","402218"
"182365","女","18国际商务","19715130"
"182366","女","18国际商务","18441962"
"182367","女","18国际商务","21526442"
"182368","女","18国际商务","21757914"
"182369","女","18国际商务","19042906"
"182370","女","18国际商务","18721594"
"182371","女","18国际商务","21255162"
"182372","女","18国际商务","21451722"
"182373","女","18国际商务","18553098"
"182374","女","18国际商务","20614442"
"182375","女","18国际商务","20832058"
"182376","女","18国际商务","21022970"
"182377","女","18国际商务","21015050"
"182378","女","18国际商务","19427914"
"182379","女","18国际商务","19044746"
"182380","女","18国际商务","21928778"
"182381","女","18国际商务","19626138"
"182382","女","18国际商务","19219514"
"182383","女","18国际商务","21755194"
"182384","女","18国际商务","19749722"
"182385","女","18国际商务","20529498"
"182386","女","18国际商务","20707978"
"182387","女","18国际商务","21355146"
"182388","女","18国际商务","18606618"
"182389","女","18国际商务","19931274"
"182390","女","18国际商务","18928602"
"182391","女","18国际商务","20262010"
"182392","女","18国际商务","20833562"
"182393","女","18国际商务","19305354"
"182394","女","18国际商务","20616730"
"182395","女","18国际商务","20036234"
"182396","女","18国际商务","20207818"
"182397","女","18国际商务","18832138"
"182398","女","18国际商务","20439482"
"182399","女","18国际商务","21031866"
"182400","女","18国际商务","20606410"
"182401","女","18国际商务","19035898"
"182402","女","18国际商务","19938618"
"182403","女","18国际商务","21523802"
"182404","女","18国际商务","20033434"
"182405","女","18国际商务","18620250"
"182406","女","18国际商务","18845530"
"182407","女","18国际商务","19434058"
"182408","女","18国际商务","18433642"
"182409","女","18国际商务","19946874"
"182410","女","18国际商务","20116922"
"182411","男","18国贸实务","18318874"
"182412","男","18国贸实务","20447562"
"182413","男","18国贸实务","21405386"
"182414","男","18国贸实务","21065258"
"182415","男","18国贸实务","21817258"
"182416","男","18国贸实务","20602506"
"182417","男","18国贸实务","16921722"
"182418","男","18国贸实务","21141882"
"182419","男","18国贸实务","20517034"
"182420","女","18国贸实务","21757930"
"182421","女","18国贸实务","19522954"
"182422","女","18国贸实务","20306986"
"182423","女","18国贸实务","21358858"
"182424","女","18国贸实务","19623242"
"182425","女","18国贸实务","18357722"
"182426","女","18国贸实务","19143546"
"182427","女","18国贸实务","21109258"
"182428","女","18国贸实务","19011834"
"182429","女","18国贸实务","21028346"
"182430","女","18国贸实务","14250586"
"182431","女","18国贸实务","21249722"
"182432","女","18国贸实务","21364186"
"182433","女","18国贸实务","19713434"
"182434","女","18国贸实务","21638394"
"182435","女","18国贸实务","18514810"
"182436","女","18国贸实务","19058666"
"182437","女","18国贸实务","19613130"
"182438","女","18国贸实务","19217770"
"182439","女","18国贸实务","19656362"
"182440","女","18国贸实务","21413130"
"182441","女","18国贸实务","18809482"
"182442","女","18国贸实务","21513818"
"182443","女","18国贸实务","20352186"
"182444","女","18国贸实务","20702506"
"182445","女","18国贸实务","16744026"
"182446","女","18国贸实务","21311706"
"182447","女","18国贸实务","127722"
"182448","女","18国贸实务","22030586"
"182449","女","18国贸实务","20432042"
"182450","女","18国贸实务","20209050"
"182451","女","18国贸实务","19224442"
"182452","女","18国贸实务","19303194"
"182453","女","18国贸实务","20113082"
"182454","女","18国贸实务","20759770"
"182455","女","18国贸实务","18522682"
"182456","女","18国贸实务","18522666"
"182457","女","18国贸实务","19516618"
"182458","女","18国贸实务","20210458"
"182459","女","18国贸实务","19218138"
"182460","女","18国贸实务","20834378"
"182461","女","18国贸实务","23802746"
"182462","女","18国贸实务","19037994"
"182463","女","18国贸实务","20523018"
"182464","女","18国贸实务","21611322"
"182465","女","18国贸实务","19614858"
"182466","女","18国贸实务","18713114"
"182467","女","18国贸实务","20702602"
"182468","女","18国贸实务","23809178"
"182469","女","18国贸实务","19855210"
"182470","女","18国贸实务","19563802"
"182471","女","18国贸实务","21229338"
"182472","女","18国贸实务","20244394"
"182473","女","18国贸实务","16240202"
"182474","女","18国贸实务","21806074"
"182475","女","18国贸实务","19018186"
"182476","女","18国贸实务","21644698"
"182477","女","18国贸实务","21652826"
"182478","女","18国贸实务","20349786"
"182479","女","18国贸实务","18843018"
"182480","女","18国贸实务","20704378"
"182481","女","18国贸实务","21740954"
"182482","女","18国贸实务","19040698"
"182483","女","18国贸实务","19251994"
"182484","女","18国贸实务","18605082"
"182485","女","18国贸实务","20015434"
"182486","女","18国贸实务","15704570"
"182487","女","18国贸实务","20257130"
"182488","女","18国贸实务","19216538"
"182489","女","18国贸实务","19830202"
"182490","女","18国贸实务","20123914"
"182491","女","18国贸实务","20114506"
"182492","女","18国贸实务","20351546"
"182493","女","18国贸实务","21410074"
"182494","女","18国贸实务","18831034"
"182495","女","18国贸实务","20526394"
"182496","女","18国贸实务","20423674"
"182497","女","18国贸实务","18964074"
"182498","女","18国贸实务","20204954"
"182499","女","18国贸实务","19928170"
"182500","女","18国贸实务","21617226"
"182501","女","18国贸实务","21026570"
"182502","女","18国贸实务","20703530"
"182503","女","18国贸实务","19008186"
"182504","女","18国贸实务","20934714"
"182505","女","18国贸实务","18551034"
"182506","女","18国贸实务","19360330"
"182507","女","18国贸实务","18964490"
"182508","女","18国贸实务","20604538"
"182509","女","18国贸实务","19521418"
"182510","女","18国贸实务","21158714"
"182511","女","18国贸实务","19607098"
"182512","女","18国贸实务","19845578"
"182513","女","18国贸实务","21058410"
"182514","女","18国贸实务","21742890"
"182515","女","18国贸实务","19263450"
"182516","女","18国贸实务","20104906"
"182517","女","18国贸实务","19650890"
"182518","女","18国贸实务","21223818"
"182519","女","18国贸实务","20300554"
"182520","女","18国贸实务","20027930"
"182521","女","18国贸实务","21309386"
"182522","女","18国贸实务","19132906"
"182523","女","18国贸实务","20065306"
"182524","女","18国贸实务","21951162"
"182525","女","18国贸实务","18912010"
"182526","女","18国贸实务","20021514"
"182527","女","18国贸实务","19839578"
"182528","男","18商务日语","20628378"
"182529","男","18商务日语","20111178"
"182530","男","18商务日语","21011034"
"182531","男","18商务日语","20717914"
"182532","男","18商务日语","21527146"
"182533","男","18商务日语","21760570"
"182534","男","18商务日语","20627386"
"182535","男","18商务日语","18514154"
"182536","男","18商务日语","21324586"
"182537","男","18商务日语","21449050"
"182538","男","18商务日语","21933434"
"182539","男","18商务日语","20705386"
"182540","男","18商务日语","21201818"
"182541","男","18商务日语","19930922"
"182542","男","18商务日语","21925370"
"182543","男","18商务日语","21115690"
"182544","女","18商务日语","20203546"
"182545","女","18商务日语","18548602"
"182546","女","18商务日语","20030042"
"182547","女","18商务日语","18460746"
"182548","女","18商务日语","20634250"
"182549","女","18商务日语","21319514"
"182550","女","18商务日语","21347962"
"182551","女","18商务日语","19304794"
"182552","女","18商务日语","19517626"
"182553","女","18商务日语","19834410"
"182554","女","18商务日语","18427610"
"182555","女","18商务日语","18511946"
"182556","女","18商务日语","20764122"
"182557","女","18商务日语","19926490"
"182558","女","18商务日语","19130202"
"182559","女","18商务日语","18761242"
"182560","女","18商务日语","19440410"
"182561","女","18商务日语","21613434"
"182562","女","18商务日语","21244442"
"182563","女","18商务日语","21108874"
"182564","女","18商务日语","19756586"
"182565","女","18商务日语","20855722"
"182566","女","18商务日语","20512906"
"182567","女","18商务日语","12839514"
"182568","女","18商务日语","24145642"
"182569","女","18商务日语","20511674"
"182570","女","18商务日语","21028314"
"182571","女","18商务日语","21401802"
"182572","女","18商务日语","18452874"
"182573","女","18商务日语","20528858"
"182574","女","18商务日语","17011610"
"182575","女","18商务日语","20531418"
"182576","女","18商务日语","21606586"
"182577","女","18商务日语","21454202"
"182578","女","18商务日语","21311306"
"182579","女","18商务日语","19516602"
"182580","女","18商务日语","18522026"
"182581","女","18商务日语","21321690"
"182582","女","18商务日语","19002874"
"182583","女","18商务日语","18956186"
"182584","女","18商务日语","20103354"
"182585","女","18商务日语","364106"
"182586","女","18商务日语","20845642"
"182587","女","18商务日语","20301162"
"182588","女","18商务日语","20342618"
"182589","女","18商务日语","20062826"
"182590","女","18商务日语","19747706"
"182591","女","18商务日语","19660442"
"182592","女","18商务日语","19943594"
"182593","女","18商务日语","18722666"
"182594","女","18商务日语","21317418"
"182595","女","18商务日语","19209978"
"182596","女","18商务日语","20252826"
"182597","女","18商务日语","19711770"
"182598","女","18商务日语","19254458"
"182599","女","18商务日语","21323482"
"182600","女","18商务日语","19201498"
"182601","女","18商务日语","20438442"
"182602","女","18商务日语","20447978"
"182603","女","18商务日语","21451162"
"182604","男","18商务英语","20351306"
"182605","男","18商务英语","21757978"
"182606","男","18商务英语","19526058"
"182607","男","18商务英语","21846650"
"182608","男","18商务英语","20342938"
"182609","男","18商务英语","20438874"
"182610","男","18商务英语","19621162"
"182611","男","18商务英语","19042554"
"182612","男","18商务英语","21751402"
"182613","男","18商务英语","19614186"
"182614","男","18商务英语","19763498"
"182615","男","18商务英语","21600730"
"182616","女","18商务英语","20849994"
"182617","女","18商务英语","21925482"
"182618","女","18商务英语","21233386"
"182619","女","18商务英语","20014426"
"182620","女","18商务英语","20032490"
"182621","女","18商务英语","21716410"
"182622","女","18商务英语","20106410"
"182623","女","18商务英语","21156906"
"182624","女","18商务英语","21721290"
"182625","女","18商务英语","21848458"
"182626","女","18商务英语","21321754"
"182627","女","18商务英语","20436906"
"182628","女","18商务英语","21017914"
"182629","女","18商务英语","20438538"
"182630","女","18商务英语","20936810"
"182631","女","18商务英语","21032090"
"182632","女","18商务英语","24810650"
"182633","女","18商务英语","20705562"
"182634","女","18商务英语","20528250"
"182635","女","18商务英语","21447226"
"182636","女","18商务英语","21021546"
"182637","女","18商务英语","19217930"
"182638","女","18商务英语","19746730"
"182639","女","18商务英语","20514298"
"182640","女","18商务英语","15314026"
"182641","女","18商务英语","19512314"
"182642","女","18商务英语","21153370"
"182643","女","18商务英语","21605946"
"182644","女","18商务英语","20031738"
"182645","女","18商务英语","19616794"
"182646","女","18商务英语","19213162"
"182647","女","18商务英语","16811274"
"182648","女","18商务英语","20203610"
"182649","女","18商务英语","21361914"
"182650","女","18商务英语","21022202"
"182651","女","18商务英语","18602378"
"182652","女","18商务英语","312426"
"182653","女","18商务英语","19301626"
"182654","女","18商务英语","19355418"
"182655","女","18商务英语","20107946"
"182656","女","18商务英语","20806970"
"182657","女","18商务英语","21528410"
"182658","女","18商务英语","19261530"
"182659","女","18商务英语","19701002"
"182660","女","18商务英语","21249114"
"182661","女","18商务英语","20103114"
"182662","女","18商务英语","19845418"
"182663","女","18商务英语","21818826"
"182664","女","18商务英语","21036618"
"182665","女","18商务英语","21640618"
"182666","女","18商务英语","19760474"
"182667","女","18商务英语","19001162"
"182668","女","18商务英语","19059514"
"182669","女","18商务英语","19054122"
"182670","女","18商务英语","20601770"
"182671","女","18商务英语","19654266"
"182672","女","18商务英语","21415930"
"182673","女","18商务英语","20934826"
"182674","女","18商务英语","19621210"
"182675","女","18商务英语","21935338"
"182676","女","18商务英语","19934730"
"182677","女","18商务英语","21439930"
"182678","女","18商务英语","20757786"
"182679","女","18商务英语","21555034"
"182680","女","18商务英语","20107066"
"182681","女","18商务英语","21019066"
"182682","女","18商务英语","19436186"
"182683","女","18商务英语","18810122"
"182684","女","18商务英语","19427818"
"182685","女","18商务英语","19254778"
"182686","女","18商务英语","22036506"
"182687","女","18商务英语","20706122"
"182688","女","18商务英语","21154058"
"182689","女","18商务英语","21252874"
"182690","女","18商务英语","19650250"
"182691","女","18商务英语","21653658"
"182692","女","18商务英语","20256282"
"182693","女","18商务英语","19602634"
"182694","女","18商务英语","18843434"
"182695","女","18商务英语","18513626"
"182696","女","18商务英语","21105290"
"182697","女","18商务英语","21323866"
"182698","女","18商务英语","21955866"
"182699","女","18商务英语","20217210"
"182700","女","18商务英语","19849402"
"182701","女","18商务英语","20357450"
"182702","女","18商务英语","21242378"
"182703","女","18商务英语","21951690"
"182704","女","18商务英语","20442122"
"182705","女","18商务英语","21955802"
"182706","女","18商务英语","19605482"
"182707","女","18商务英语","18651834"
"182708","女","18商务英语","20214442"
"182709","女","18商务英语","19220090"
"182710","女","18商务英语","19664602"
"182711","女","18商务英语","21909402"
"182712","女","18商务英语","19610042"
"182713","女","18商务英语","19117770"
"182714","女","18商务英语","19309898"
"182715","女","18商务英语","19349018"
"182716","男","18计算机网络","21956282"
"182717","男","18计算机网络","20623162"
"182718","男","18计算机网络","20705226"
"182719","男","18计算机网络","17409978"
"182720","男","18计算机网络","20930666"
"182721","男","18计算机网络","21328730"
"182722","男","18计算机网络","19932842"
"182723","男","18计算机网络","20528794"
"182724","男","18计算机网络","20753978"
"182725","男","18计算机网络","19509546"
"182726","男","18计算机网络","21937914"
"182727","男","18计算机网络","20257146"
"182728","男","18计算机网络","20754218"
"182729","男","18计算机网络","21908554"
"182730","男","18计算机网络","21144922"
"182731","男","18计算机网络","21236634"
"182732","男","18计算机网络","19256266"
"182733","男","18计算机网络","754890"
"182734","男","18计算机网络","21558586"
"182735","男","18计算机网络","19339546"
"182736","男","18计算机网络","18849050"
"182737","男","18计算机网络","18434842"
"182738","男","18计算机网络","21564458"
"182739","男","18计算机网络","19839770"
"182740","男","18计算机网络","21411338"
"182741","男","18计算机网络","24616154"
"182742","男","18计算机网络","18459162"
"182743","男","18计算机网络","20118266"
"182744","男","18计算机网络","20021690"
"182745","男","18计算机网络","20158778"
"182746","男","18计算机网络","19363882"
"182747","男","18计算机网络","19740634"
"182748","男","18计算机网络","20922986"
"182749","男","18计算机网络","21157594"
"182750","男","18计算机网络","18458122"
"182751","男","18计算机网络","19258250"
"182752","男","18计算机网络","20360954"
"182753","男","18计算机网络","1026550"
"182754","男","18计算机网络","18659386"
"182755","男","18计算机网络","21244218"
"182756","男","18计算机网络","19745450"
"182757","男","18计算机网络","21360554"
"182758","男","18计算机网络","21712634"
"182759","男","18计算机网络","20711258"
"182760","男","18计算机网络","19831466"
"182761","男","18计算机网络","21106202"
"182762","男","18计算机网络","21937498"
"182763","男","18计算机网络","20701386"
"182764","男","18计算机网络","20304362"
"182765","男","18计算机网络","21712666"
"182766","男","18计算机网络","18765162"
"182767","男","18计算机网络","759398"
"182768","男","18计算机网络","21003738"
"182769","男","18计算机网络","18656122"
"182770","男","18计算机网络","18840458"
"182771","男","18计算机网络","19704570"
"182772","男","18计算机网络","20605738"
"182773","男","18计算机网络","19662362"
"182774","男","18计算机网络","20026154"
"182775","男","18计算机网络","18962314"
"182776","男","18计算机网络","20065018"
"182777","男","18计算机网络","18765194"
"182778","男","18计算机网络","21106554"
"182779","男","18计算机网络","19564922"
"182780","男","18计算机网络","18620906"
"182781","男","18计算机网络","14111482"
"182782","男","18计算机网络","18554026"
"182783","男","18计算机网络","19209434"
"182784","男","18计算机网络","21525818"
"182785","男","18计算机网络","24845498"
"182786","男","18计算机网络","20621290"
"182787","男","18计算机网络","18920122"
"182788","男","18计算机网络","19846506"
"182789","男","18计算机网络","20516570"
"182790","男","18计算机网络","20429530"
"182791","男","18计算机网络","20619642"
"182792","男","18计算机网络","19610714"
"182793","男","18计算机网络","18762058"
"182794","男","18计算机网络","18951850"
"182795","男","18计算机网络","21157242"
"182796","男","18计算机网络","944746"
"182797","男","18计算机网络","19211418"
"182798","男","18计算机网络","21455450"
"182799","男","18计算机网络","19654698"
"182800","男","18计算机网络","20946858"
"182801","男","18计算机网络","20923418"
"182802","男","18计算机网络","18802650"
"182803","男","18计算机网络","19443018"
"182804","男","18计算机网络","18804026"
"182805","男","18计算机网络","18614330"
"182806","女","18计算机网络","18456042"
"182807","女","18计算机网络","20205978"
"182808","女","18计算机网络","19925514"
"182809","女","18计算机网络","19361706"
"182810","女","18计算机网络","19715738"
"182811","女","18计算机网络","20756346"
"182812","女","18计算机网络","1140934"
"182813","女","18计算机网络","18553082"
"182814","女","18计算机网络","20352090"
"182815","女","18计算机网络","19938602"
"182816","女","18计算机网络","21757882"
"182817","女","18计算机网络","18656570"
"182818","女","18计算机网络","19923946"
"182819","女","18计算机网络","606602"
"182820","女","18计算机网络","18649050"
"182821","女","18计算机网络","20011770"
"182822","女","18计算机网络","20339770"
"182823","女","18计算机网络","19008554"
"182824","女","18计算机网络","20307402"
"182825","女","18计算机网络","20261418"
"182826","女","18计算机网络","21453242"
"182827","女","18计算机网络","21754778"
"182828","男","18计算机应用","20933306"
"182829","男","18计算机应用","18445850"
"182830","男","18计算机应用","19522522"
"182831","男","18计算机应用","20158330"
"182832","男","18计算机应用","19358234"
"182833","男","18计算机应用","20529498"
"182834","男","18计算机应用","19040442"
"182835","男","18计算机应用","20353978"
"182836","男","18计算机应用","16853578"
"182837","男","18计算机应用","21908426"
"182838","男","18计算机应用","20439738"
"182839","男","18计算机应用","20254474"
"182840","男","18计算机应用","21362538"
"182841","男","18计算机应用","20251882"
"182842","男","18计算机应用","19705898"
"182843","男","18计算机应用","19258634"
"182844","男","18计算机应用","19216010"
"182845","男","18计算机应用","19439002"
"182846","男","18计算机应用","18720602"
"182847","男","18计算机应用","21154202"
"182848","男","18计算机应用","20255018"
"182849","男","18计算机应用","19702682"
"182850","男","18计算机应用","21118554"
"182851","男","18计算机应用","18446362"
"182852","男","18计算机应用","25248602"
"182853","男","18计算机应用","21007338"
"182854","男","18计算机应用","21516826"
"182855","男","18计算机应用","20858714"
"182856","男","18计算机应用","21315322"
"182857","男","18计算机应用","18842474"
"182858","男","18计算机应用","20018250"
"182859","男","18计算机应用","18659450"
"182860","男","18计算机应用","19137498"
"182861","男","18计算机应用","18603786"
"182862","男","18计算机应用","20016714"
"182863","男","18计算机应用","21707034"
"182864","男","18计算机应用","19006426"
"182865","男","18计算机应用","19007546"
"182866","男","18计算机应用","21253034"
"182867","男","18计算机应用","20029706"
"182868","男","18计算机应用","19000554"
"182869","男","18计算机应用","20255210"
"182870","男","18计算机应用","19565258"
"182871","男","18计算机应用","21237306"
"182872","男","18计算机应用","20255498"
"182873","男","18计算机应用","18720954"
"182874","男","18计算机应用","19520906"
"182875","男","18计算机应用","18409754"
"182876","男","18计算机应用","21240698"
"182877","男","18计算机应用","18919002"
"182878","男","18计算机应用","21060122"
"182879","男","18计算机应用","19704234"
"182880","女","18计算机应用","21151178"
"182881","女","18计算机应用","21151818"
"182882","女","18计算机应用","18523386"
"182883","女","18计算机应用","19219610"
"182884","女","18计算机应用","16948666"
"182885","女","18计算机应用","20201642"
"182886","女","18计算机应用","20101610"
"182887","女","18计算机应用","18616474"
"182888","女","18计算机应用","19042138"
"182889","女","18计算机应用","20534106"
"182890","女","18计算机应用","19349258"
"182891","女","18计算机应用","21927242"
"182892","女","18计算机应用","20258218"
"182893","女","18计算机应用","20108666"
"182894","女","18计算机应用","19941594"
"182895","男","18嵌入式技术","21246858"
"182896","男","18嵌入式技术","21022810"
"182897","男","18嵌入式技术","21241834"
"182898","男","18嵌入式技术","20628970"
"182899","男","18嵌入式技术","19600666"
"182900","男","18嵌入式技术","20726346"
"182901","男","18嵌入式技术","19304410"
"182902","男","18嵌入式技术","20021338"
"182903","男","18嵌入式技术","21837194"
"182904","男","18嵌入式技术","17108314"
"182905","男","18嵌入式技术","16939370"
"182906","男","18嵌入式技术","18449146"
"182907","男","18嵌入式技术","20939738"
"182908","男","18嵌入式技术","21014218"
"182909","男","18嵌入式技术","19921594"
"182910","男","18嵌入式技术","21513850"
"182911","男","18嵌入式技术","18511658"
"182912","男","18嵌入式技术","20938202"
"182913","男","18嵌入式技术","20706298"
"182914","男","18嵌入式技术","19142058"
"182915","男","18嵌入式技术","21931322"
"182916","男","18嵌入式技术","19049946"
"182917","男","18嵌入式技术","21562826"
"182918","男","18嵌入式技术","18653386"
"182919","男","18嵌入式技术","20539002"
"182920","男","18嵌入式技术","22031306"
"182921","男","18嵌入式技术","18801674"
"182922","男","18嵌入式技术","20747914"
"182923","男","18嵌入式技术","19134282"
"182924","男","18嵌入式技术","21833338"
"182925","男","18嵌入式技术","19219658"
"182926","男","18嵌入式技术","20615770"
"182927","男","18嵌入式技术","18649706"
"182928","男","18嵌入式技术","21017082"
"182929","男","18嵌入式技术","20853146"
"182930","男","18嵌入式技术","21651914"
"182931","男","18嵌入式技术","19300218"
"182932","男","18嵌入式技术","19252282"
"182933","男","18嵌入式技术","18834794"
"182934","男","18嵌入式技术","20803802"
"182935","男","18嵌入式技术","19756634"
"182936","男","18嵌入式技术","19520266"
"182937","男","18嵌入式技术","20758010"
"182938","男","18嵌入式技术","20703258"
"182939","男","18嵌入式技术","20840570"
"182940","男","18嵌入式技术","20116762"
"182941","男","18嵌入式技术","20300970"
"182942","男","18嵌入式技术","20518938"
"182943","男","18嵌入式技术","21401898"
"182944","男","18嵌入式技术","21400650"
"182945","男","18嵌入式技术","20933978"
"182946","男","18嵌入式技术","18651450"
"182947","男","18嵌入式技术","20215418"
"182948","男","18嵌入式技术","19041594"
"182949","男","18嵌入式技术","21564426"
"182950","男","18嵌入式技术","20450266"
"182951","男","18嵌入式技术","19933194"
"182952","男","18嵌入式技术","19749962"
"182953","男","18嵌入式技术","20116170"
"182954","男","18嵌入式技术","18842282"
"182955","男","18嵌入式技术","18462346"
"182956","男","18嵌入式技术","19614410"
"182957","男","18嵌入式技术","21637194"
"182958","男","18嵌入式技术","18765130"
"182959","男","18嵌入式技术","19265146"
