card_no,days,day_cost,per_eve,per_morn,per_noon,sum_cost,count,class
182647,20,9.92,0.89,3.94,5.09,198.4,80,1
182649,16,14.21,6.04,1.94,6.22,227.3,59,2
182651,16,14.43,4.86,2.53,7.04,230.8,52,2
182652,25,14.85,5.48,4.16,5.21,371.2,94,2
182653,21,14.21,7.77,1.36,5.09,298.5,71,2
182655,22,11.84,4.69,2.23,4.92,260.4,77,2
182657,12,12.58,1.98,3.77,6.83,150.9,47,1
182658,18,11.64,4.55,3.12,3.97,209.6,40,1
182659,20,15.79,5.64,3.12,7.03,315.8,73,2
182660,15,20.83,10.69,2.84,7.3,312.4,59,2
182661,19,12.5,3.69,3.91,4.9,237.5,51,2
182663,16,10.02,3.15,2.81,4.06,160.3,40,1
182664,18,5.64,0.45,1.24,3.94,101.5,28,1
182666,16,12.36,4.63,3.57,4.16,197.7,48,1
182667,16,7.67,1.16,2.98,3.54,122.8,40,1
182668,18,14.12,4.58,2.33,7.21,254.1,71,2
182671,14,9.28,3.36,1.25,4.66,129.9,34,1
182672,16,17.64,4.36,8.73,4.55,282.2,69,2
182673,20,15.03,5.18,3.1,6.75,300.6,64,2
182674,23,15.85,6.58,2.77,6.5,364.55,98,2
182675,19,23.19,6.14,2.95,14.11,440.7,62,0
182676,21,15.44,4.49,3.56,7.4,324.3,83,2
182677,23,19.78,8.41,3.07,8.31,455.0,89,0
182682,25,19.26,7.89,2.78,8.6,481.6,105,0
182799,13,15.81,10.69,1.19,3.92,205.5,33,1
182801,5,22.04,4.8,3.24,14.0,110.2,14,1
182802,17,18.85,7.56,3.0,8.29,320.5,42,2
182806,14,10.45,6.75,0.09,3.61,146.3,39,1
182807,28,10.36,4.26,2.24,3.85,290.0,138,2
182809,12,8.58,2.37,2.92,3.3,103.0,22,1
182810,28,7.73,2.88,1.36,3.49,216.3,98,2
182341,27,7.75,3.89,0.64,3.22,209.3,108,1
182344,1,101.1,0.0,0.0,101.1,101.1,0,1
182345,26,12.21,4.77,2.12,5.32,317.4,127,2
182346,26,18.4,10.92,2.37,5.11,478.3,79,0
182347,15,26.87,7.87,2.4,16.6,403.0,59,2
182348,23,13.91,6.27,2.48,5.16,320.0,127,2
182349,17,12.71,3.59,3.09,6.02,216.1,84,1
182350,23,12.46,4.48,2.82,5.16,286.5,65,2
182351,23,8.13,3.08,3.27,1.78,186.9,90,1
182352,26,8.68,4.6,0.88,3.2,225.6,100,2
182354,21,26.1,17.81,0.64,7.65,548.1,71,0
182355,27,8.69,2.71,1.33,4.65,234.7,89,2
180779,26,10.5,4.69,0.84,4.97,273.1,103,2
180780,28,11.54,5.9,1.48,4.16,323.1,133,2
180781,23,11.86,5.77,2.37,3.73,272.8,87,2
180783,21,11.1,2.79,2.5,5.82,233.1,94,2
180784,20,9.5,2.98,0.68,5.84,189.9,63,1
180785,22,10.81,3.51,2.75,4.54,237.8,119,2
181782,22,17.65,4.27,1.75,11.63,388.2,77,2
181785,25,12.58,4.38,1.26,6.94,314.6,84,2
181787,23,9.68,3.96,2.28,3.45,222.7,58,1
181789,25,19.3,7.88,4.28,7.14,482.4,104,0
181790,25,13.86,6.58,1.2,6.09,346.6,87,2
182989,13,1.62,0.92,0.0,0.69,21.0,41,1
182990,27,18.89,7.95,1.76,9.17,509.9,114,0
182991,25,19.44,8.77,2.1,8.57,486.0,110,0
182992,23,18.4,6.64,1.83,9.93,423.3,83,0
182995,15,14.92,8.27,0.27,6.37,223.8,41,1
182996,23,22.08,10.72,3.39,7.98,507.9,77,0
182999,21,16.74,7.86,1.49,7.4,351.6,113,2
181246,18,12.44,4.81,2.08,5.55,223.9,58,1
181250,21,17.68,7.77,1.14,8.77,371.2,111,2
181252,20,8.72,3.08,2.78,2.85,174.4,46,1
181253,21,14.25,2.76,1.4,10.09,299.3,46,2
181254,28,12.14,5.51,2.14,4.5,339.9,91,2
181255,26,15.07,5.11,1.96,8.0,391.7,90,2
182683,20,19.93,3.18,4.15,12.61,398.7,65,2
182694,26,10.02,2.21,2.85,4.96,260.5,57,2
181014,8,11.13,2.75,3.5,4.88,89.0,19,1
182365,1,25.9,0.0,0.0,25.9,25.9,0,1
181047,24,10.32,3.25,1.85,5.21,247.6,73,2
181050,19,17.79,2.34,1.82,13.63,338.1,50,2
181051,18,12.56,4.28,2.17,6.12,226.1,48,1
181052,18,17.44,7.28,0.67,9.49,313.9,45,2
181053,27,10.7,4.22,2.55,3.93,288.9,88,2
181163,18,14.97,5.56,2.89,6.52,269.4,63,2
182548,17,19.28,2.22,1.59,15.46,327.7,34,2
181177,19,24.6,5.86,0.88,17.86,467.4,49,0
181589,24,8.3,3.25,0.62,4.43,199.1,50,1
181591,27,8.2,3.2,1.11,3.88,221.3,121,2
181592,5,11.08,2.58,1.2,7.3,55.4,13,1
182702,21,16.4,6.96,2.6,6.84,344.5,83,2
182705,28,21.2,6.72,3.94,10.53,593.5,135,0
184018,25,7.53,2.23,1.42,3.88,188.2,110,1
180672,28,12.06,5.62,1.37,5.08,337.8,165,2
180674,25,23.92,10.45,0.52,12.95,597.9,118,0
181055,18,12.22,5.84,1.99,4.39,220.0,54,1
181058,26,22.98,9.04,3.65,10.28,597.4,130,0
182414,25,17.59,6.92,2.18,8.48,439.7,83,0
182415,24,13.06,4.52,2.87,5.67,313.4,131,2
182417,19,5.27,1.59,2.05,1.63,100.2,72,1
180676,22,13.83,5.52,2.21,6.09,304.2,63,2
180678,27,14.27,7.63,1.29,5.35,385.3,81,2
180679,19,12.28,4.21,3.14,4.93,233.3,71,2
180680,17,7.51,2.35,3.34,1.82,127.6,32,1
180681,25,11.51,4.74,1.35,5.42,287.74,96,2
180682,25,11.8,4.43,1.8,5.57,295.0,154,2
182418,18,11.68,4.54,2.09,5.05,210.3,60,1
182420,14,7.56,1.76,3.1,2.71,105.9,33,1
182422,22,11.82,5.89,1.88,4.06,260.1,91,2
182423,27,15.63,6.38,1.72,7.53,422.0,80,0
182424,21,11.58,1.92,3.97,5.69,243.2,79,2
182981,7,22.5,15.43,0.0,7.07,157.5,16,1
182226,18,11.74,4.58,0.86,6.3,211.4,55,1
182227,23,14.13,5.57,1.5,7.06,324.9,59,2
182231,21,10.82,3.65,1.09,6.09,227.3,50,1
182232,15,12.65,6.82,1.85,3.99,189.8,41,1
182235,24,14.2,7.31,0.3,6.59,340.8,89,2
182236,26,13.15,5.02,1.83,6.29,341.8,75,2
184005,18,16.66,7.39,1.57,7.71,299.9,55,2
182237,18,14.27,7.0,0.59,6.68,256.9,49,2
182238,28,22.01,9.0,3.18,9.83,616.3,134,0
182239,29,14.69,6.24,2.66,5.78,426.0,103,0
182240,18,14.47,6.48,2.14,5.84,260.4,51,2
181928,25,22.26,14.18,2.34,5.75,556.6,111,0
181929,29,9.83,4.5,1.72,3.6,285.0,119,2
181930,28,5.42,1.81,1.56,2.05,151.8,86,1
181931,19,11.53,4.11,1.32,6.11,219.1,42,1
181932,19,13.24,6.21,0.72,6.32,251.6,34,2
181933,15,14.62,6.4,1.62,6.6,219.3,33,1
184027,27,25.8,7.88,10.44,7.48,696.7,101,0
184028,29,14.23,7.1,2.36,4.77,412.6,170,0
184030,23,13.33,4.2,2.03,7.11,306.7,97,2
184033,26,10.54,4.25,1.16,5.13,274.1,95,2
184034,26,18.96,8.15,3.51,7.31,493.0,159,0
184036,27,16.33,7.45,2.09,6.79,440.8,151,0
184038,27,10.71,4.16,1.24,5.31,289.2,107,2
183503,12,16.62,3.28,4.71,8.62,199.4,43,1
181063,27,25.18,11.07,5.96,8.16,679.9,180,0
180237,18,20.37,9.48,2.22,8.67,366.6,93,2
180239,19,16.44,4.75,3.28,8.41,312.4,113,2
180240,22,11.4,4.43,3.1,3.86,250.7,66,2
181064,20,14.33,5.84,3.87,4.63,286.6,53,2
181065,25,11.96,4.1,2.04,5.82,299.1,67,2
181066,25,17.03,7.6,2.73,6.7,425.7,96,0
181067,18,19.44,6.25,5.07,8.12,349.9,90,2
181068,25,19.97,6.98,3.2,9.8,499.3,114,0
181054,4,8.25,0.0,0.0,8.25,33.0,3,1
181059,22,12.9,5.46,0.84,6.6,283.9,54,2
181060,24,13.95,6.09,1.73,6.13,334.8,71,2
181062,22,21.25,8.43,3.81,9.01,467.6,93,0
182597,25,25.95,14.9,2.24,8.8,648.8,97,0
182598,24,7.99,2.97,1.3,3.73,191.8,86,1
182599,20,12.05,5.25,1.18,5.62,241.0,32,2
182600,9,4.09,0.08,3.33,0.68,36.8,9,1
182601,28,23.62,12.97,0.32,10.33,661.4,108,0
182602,18,18.11,5.6,1.14,11.37,326.0,44,2
182603,29,17.62,5.66,1.38,10.58,510.9,110,0
180241,21,15.57,7.01,2.44,6.11,326.9,98,2
180242,21,9.44,2.84,2.41,4.19,198.3,74,1
180243,18,12.75,3.8,0.72,8.23,229.5,51,2
180244,24,16.68,4.73,1.23,10.73,400.4,68,2
181566,23,18.42,8.23,2.26,7.93,423.7,148,0
181567,26,14.38,6.71,2.22,5.45,373.9,103,2
182966,6,8.92,5.58,1.33,2.0,53.5,10,1
181385,20,19.6,6.08,4.3,9.22,392.0,66,2
181386,22,12.46,4.5,1.2,6.76,274.2,66,2
181387,27,16.01,8.05,1.47,6.5,432.3,125,0
181388,15,5.81,0.78,2.46,2.57,87.1,30,1
181389,24,28.0,12.65,2.15,13.2,671.9,108,0
181391,27,14.64,7.11,2.44,5.08,395.2,99,2
181396,26,13.06,6.48,1.24,5.33,339.5,129,2
182214,16,12.59,6.52,0.94,5.13,201.5,44,1
182215,24,16.1,7.0,1.68,7.42,386.3,89,2
182216,22,16.48,6.96,2.39,7.13,362.6,72,2
181061,16,17.41,7.84,2.88,6.69,278.6,48,2
182843,26,13.8,6.78,1.31,5.7,358.7,89,2
182844,21,17.46,7.31,3.08,7.07,366.7,52,2
182845,17,9.55,3.88,2.73,2.94,162.4,30,1
182846,26,15.14,7.33,0.56,7.24,393.6,81,2
182847,22,15.63,5.51,2.25,7.87,343.9,54,2
182848,24,10.91,4.3,1.66,4.95,261.79,121,2
182849,25,21.29,13.28,1.09,6.92,532.3,113,0
183000,19,16.63,7.48,1.27,7.87,315.9,61,2
183009,24,13.05,6.44,0.08,6.52,313.1,83,2
183012,21,25.18,5.29,11.15,8.74,528.8,75,0
183017,11,8.36,3.69,0.59,4.08,92.0,21,1
183018,23,14.92,9.14,1.81,3.97,343.2,93,2
182850,28,13.19,5.72,1.23,6.24,369.3,167,2
182851,29,19.75,8.62,2.8,8.33,572.7,88,0
182855,28,15.21,8.19,1.83,5.19,425.9,172,0
182858,23,17.48,7.5,2.22,7.75,402.0,67,2
182860,9,19.78,8.96,4.01,6.81,178.0,42,1
182426,26,10.68,3.91,0.93,5.85,277.7,54,2
182427,23,15.05,3.17,2.4,9.48,346.2,83,2
182428,20,9.78,3.75,0.86,5.17,195.5,42,1
182429,26,14.55,5.5,1.64,7.41,378.2,120,2
182430,14,24.98,17.43,0.0,7.55,349.7,25,2
182431,17,7.92,0.68,1.51,5.74,134.7,67,1
182432,26,17.67,7.32,3.6,6.76,459.4,115,0
182433,25,10.86,1.87,1.5,7.48,271.4,59,2
182434,22,10.26,5.06,1.98,3.22,225.8,69,2
182435,25,13.57,5.65,1.22,6.7,339.2,77,2
180937,5,15.0,9.2,0.0,5.8,75.0,13,1
180941,1,1.2,0.0,0.0,1.2,1.2,0,1
182203,16,16.68,8.22,2.56,5.89,266.8,53,2
183572,13,9.33,3.32,2.08,3.93,121.3,36,1
183573,14,12.05,3.51,1.63,6.91,168.7,32,1
183574,24,20.84,8.58,3.84,8.43,500.2,170,0
183576,11,9.75,3.08,2.29,4.38,107.3,33,1
183577,15,11.74,4.27,2.48,4.99,176.1,56,1
184013,17,10.04,4.77,0.38,4.89,170.7,71,1
184014,27,14.69,6.02,2.89,5.77,396.5,96,2
183579,27,11.53,3.66,1.59,6.29,311.4,128,2
184015,23,14.47,5.14,2.55,6.77,332.8,103,2
184021,6,12.4,6.25,0.88,5.27,74.4,24,1
184023,21,9.13,2.2,2.12,4.8,191.8,59,1
184024,26,21.17,10.53,3.58,7.05,550.3,164,0
183581,11,10.56,6.36,1.88,2.32,116.2,17,1
183582,28,12.32,4.77,1.91,5.64,345.09,182,2
183583,23,13.85,6.52,1.12,6.2,318.5,106,2
183584,19,8.53,1.93,3.25,3.34,162.0,49,1
183585,9,19.01,7.28,2.5,9.23,171.1,33,1
183588,23,13.99,4.55,2.23,7.21,321.75,111,2
180245,15,10.46,3.21,1.74,5.51,156.9,42,1
180246,27,9.66,4.28,0.94,4.43,260.8,79,2
180247,16,9.04,4.53,0.3,4.21,144.6,42,1
180248,25,8.96,3.44,1.41,4.11,224.0,70,2
180249,24,10.31,4.33,1.03,4.96,247.4,73,2
180251,19,6.1,2.07,0.5,3.53,115.9,38,1
180252,20,10.14,3.19,0.72,6.23,202.8,68,1
180253,24,11.25,4.25,0.48,6.52,270.1,82,2
180254,11,16.32,7.59,2.82,5.91,179.5,40,1
180663,21,11.6,4.93,1.38,5.29,243.5,54,2
180665,29,11.78,5.21,0.88,5.7,341.7,150,2
180666,23,8.05,3.38,0.66,4.01,185.2,114,1
180669,26,13.05,5.27,2.53,5.25,339.3,179,2
181573,25,12.97,4.52,3.07,5.38,324.2,75,2
182219,24,9.67,3.93,1.13,4.61,232.0,69,2
182221,18,17.12,8.29,1.12,7.71,308.1,56,2
182222,17,23.45,11.15,2.24,10.06,398.6,68,2
182223,23,13.38,4.42,1.68,7.28,307.7,75,2
182224,5,13.84,4.7,0.5,8.64,69.2,14,1
182225,18,20.81,11.51,1.58,7.72,374.6,65,2
184025,18,17.26,6.3,1.57,9.39,310.7,70,2
184026,20,8.9,2.95,1.31,4.65,178.1,40,1
181256,19,11.46,6.03,0.75,4.68,217.8,65,1
181257,20,9.32,3.92,1.06,4.35,186.5,72,1
181258,18,15.46,5.86,2.09,7.5,278.2,61,2
181259,16,8.83,4.21,0.6,4.03,141.3,37,1
181260,22,18.45,8.54,2.96,6.95,405.9,108,2
181262,15,32.79,2.97,2.63,27.2,491.9,43,0
183019,17,13.81,4.59,1.55,7.68,234.8,39,2
183020,23,14.63,5.52,3.7,5.4,336.4,61,2
183022,27,18.49,9.87,0.75,7.87,499.3,105,0
181583,26,11.57,5.14,1.77,4.66,300.7,109,2
181586,10,6.34,3.4,2.44,0.5,63.4,18,1
181587,29,13.05,5.96,1.06,6.03,378.5,123,2
181263,28,12.84,6.31,1.56,4.96,359.4,148,2
181264,16,10.09,0.44,3.07,6.58,161.5,51,1
181266,28,11.97,5.18,2.08,4.71,335.1,74,2
182695,29,25.39,13.42,2.08,9.89,736.4,201,0
182700,28,17.86,7.64,2.83,7.39,500.2,121,0
180793,29,12.81,6.48,1.41,4.91,371.5,123,2
181398,26,13.84,6.56,1.34,5.94,359.8,77,2
181402,25,12.85,4.54,2.63,5.68,321.2,99,2
181404,23,13.6,6.67,0.48,6.44,312.7,71,2
181406,23,10.05,4.63,0.63,4.8,231.1,50,2
182241,22,12.17,5.9,0.82,5.46,267.8,69,2
182243,13,10.51,4.78,1.55,4.18,136.6,44,1
180794,28,8.34,3.15,1.52,3.68,233.6,117,2
180795,18,8.24,1.56,1.42,5.27,148.4,49,1
180796,28,15.03,5.61,2.74,6.69,420.9,150,0
181407,27,14.15,5.72,1.77,6.66,382.1,75,2
181408,28,15.46,7.39,1.25,6.82,432.85,140,0
182244,20,17.43,5.88,3.34,8.21,348.6,75,2
182248,16,9.23,2.13,0.57,6.53,147.7,28,1
182249,15,16.05,7.61,1.0,7.44,240.8,49,2
182250,16,10.35,1.45,3.2,5.7,165.6,43,1
182252,26,16.58,7.45,1.07,8.05,431.0,81,0
182254,17,10.54,3.12,1.3,6.12,179.1,36,1
182255,15,5.49,2.41,1.29,1.79,82.4,37,1
182257,23,14.91,6.17,3.17,5.58,343.0,57,2
180797,27,13.43,5.15,2.71,5.56,362.5,175,2
181798,29,15.14,7.93,1.83,5.39,439.2,117,0
181800,25,13.99,6.05,2.84,5.1,349.7,87,2
181801,14,7.69,1.57,1.89,4.23,107.7,24,1
181802,15,16.45,8.95,1.53,5.97,246.7,46,2
181803,24,23.81,12.31,2.82,8.68,571.5,95,0
182258,17,17.05,6.0,3.91,7.14,289.9,57,2
184039,16,6.41,2.34,2.27,1.8,102.6,43,1
184040,21,12.3,3.03,3.27,6.0,258.2,61,2
184042,24,14.52,5.64,2.83,6.05,348.4,134,2
184043,27,21.14,8.84,1.36,10.94,570.9,188,0
181804,5,9.44,2.3,4.3,2.84,47.2,17,1
183025,3,23.5,8.0,1.17,14.33,70.5,9,1
183027,8,22.2,6.59,0.0,15.61,177.6,31,1
183028,3,18.47,0.0,2.73,15.73,55.4,9,1
183030,15,11.95,4.81,2.33,4.81,179.2,40,1
183034,16,14.72,1.56,6.68,6.49,235.5,63,2
183036,24,15.28,6.07,3.26,5.95,366.7,108,2
184044,25,8.39,2.78,1.68,3.92,209.7,89,1
184046,3,69.33,66.67,0.67,2.0,208.0,3,1
184049,11,11.31,4.91,0.72,5.68,124.4,20,1
184052,16,35.88,8.75,0.09,27.03,574.0,41,0
184055,28,14.25,6.47,3.63,4.15,399.0,128,2
183040,21,23.85,9.36,3.35,11.14,500.8,84,0
183041,25,8.85,4.3,2.74,1.81,221.2,59,1
183042,18,13.93,9.62,0.96,3.36,250.8,38,2
181593,17,7.01,2.21,2.99,1.81,119.2,46,1
182696,12,6.83,1.32,1.34,4.16,81.9,16,1
182697,23,18.67,8.34,2.03,8.29,429.4,123,0
181594,20,8.54,4.22,1.91,2.4,170.7,35,1
181595,17,30.72,24.41,5.46,0.85,522.2,56,0
181597,26,32.35,17.52,2.54,12.29,841.1,154,0
181598,23,12.21,4.59,2.6,5.03,280.8,72,2
182709,23,6.19,1.6,1.32,3.27,142.3,66,1
182711,18,6.04,2.2,0.66,3.18,108.8,72,1
182712,23,10.86,4.25,0.22,6.39,249.8,72,2
182713,18,9.64,5.41,0.43,3.8,173.5,48,1
182714,28,14.16,6.34,2.73,5.09,396.6,118,2
182698,26,13.78,6.24,1.93,5.62,358.4,152,2
182699,14,11.34,2.86,3.81,4.66,158.7,38,1
182388,12,11.76,6.16,2.52,3.08,141.1,37,1
183595,26,13.62,5.93,1.75,5.93,354.1,122,2
183596,19,15.8,7.02,1.59,7.18,300.2,84,2
183598,13,7.98,0.82,3.41,3.75,103.7,47,1
183599,24,17.7,7.91,1.58,8.21,424.9,120,0
184003,5,20.16,9.74,1.62,8.8,100.8,45,1
183602,5,13.28,4.2,4.48,4.6,66.4,13,1
183603,28,11.01,4.87,1.09,5.05,308.2,138,2
183606,20,20.69,9.68,2.51,8.5,413.8,84,2
183608,24,24.03,6.73,5.59,11.71,576.7,105,0
181935,25,19.55,9.08,2.71,7.76,488.8,148,0
181603,26,25.61,10.72,4.75,10.13,665.9,132,0
181606,14,16.26,4.59,3.6,8.07,227.7,45,1
181936,15,7.07,3.2,1.0,2.87,106.0,23,1
181937,13,9.57,3.85,1.98,3.74,124.4,54,1
181938,21,8.8,2.86,1.33,4.61,184.7,72,1
181940,28,10.44,3.19,2.96,4.29,292.2,126,2
181941,25,12.91,3.98,2.42,6.51,322.7,132,2
180617,21,16.05,8.3,1.78,5.98,337.1,94,2
182715,23,7.26,1.04,2.56,3.66,167.0,38,1
182716,18,18.24,6.58,5.74,5.92,328.3,104,2
182718,26,15.93,6.04,2.7,7.19,414.3,114,2
182720,29,15.9,4.69,2.16,9.05,461.2,207,0
180620,13,29.74,11.98,12.05,5.71,386.6,66,2
181942,26,13.45,5.6,2.58,5.27,349.8,146,2
181943,28,14.22,6.49,1.86,5.88,398.2,132,2
183510,23,8.12,0.07,5.92,2.13,186.8,100,1
181414,25,12.65,5.58,1.11,5.97,316.3,146,2
181415,23,14.6,5.68,1.56,7.37,335.9,141,2
181416,29,23.31,10.19,4.34,8.77,676.0,266,0
181944,28,6.91,1.94,1.82,3.16,193.6,88,1
181945,27,13.35,6.38,1.92,5.06,360.5,156,2
183522,3,17.5,11.17,0.0,6.33,52.5,7,1
181417,26,19.18,8.99,3.35,6.84,498.6,160,0
180691,25,10.57,4.2,1.66,4.71,264.3,116,2
180692,27,9.12,4.87,1.4,2.84,246.3,101,2
180693,25,8.55,1.9,2.5,4.15,213.8,67,1
183526,6,10.88,3.33,0.2,7.35,65.3,12,1
183531,14,15.49,6.0,2.16,7.32,216.8,42,1
180694,24,13.95,6.17,3.11,4.67,334.74,97,2
180695,26,10.83,4.77,0.94,5.12,281.7,127,2
180699,23,14.93,7.04,2.98,4.91,343.4,67,2
180700,28,18.78,10.63,2.73,5.42,525.86,163,0
180701,22,9.76,3.05,0.92,5.8,214.7,71,1
183001,17,17.98,6.38,1.68,9.92,305.6,73,2
183002,11,12.75,6.33,1.05,5.37,140.2,21,1
183010,5,9.9,1.8,0.0,8.1,49.5,5,1
180255,25,15.4,5.14,1.76,8.49,385.0,105,2
182260,23,9.21,3.59,2.29,3.33,211.8,63,1
182261,18,15.48,5.76,1.89,7.83,278.7,48,2
182262,20,9.4,2.59,2.56,4.25,188.1,45,1
182263,16,17.08,8.99,3.54,4.56,273.3,40,2
182265,18,17.74,6.68,2.22,8.84,319.3,52,2
182266,13,9.88,4.31,2.23,3.34,128.4,26,1
182267,18,6.62,1.87,0.34,4.41,119.1,32,1
182268,17,7.41,1.25,0.0,6.16,126.0,32,1
180257,26,8.53,2.42,1.34,4.77,221.7,99,2
180258,23,6.39,2.4,0.89,3.1,146.9,85,1
180259,19,18.9,6.21,2.37,10.32,359.1,67,2
180260,14,11.07,4.89,0.79,5.4,155.0,36,1
180261,22,8.58,2.75,1.63,4.2,188.8,84,1
180262,24,10.29,2.25,2.64,5.4,246.9,85,2
182269,20,11.49,5.06,1.82,4.61,229.8,51,2
182270,27,13.07,5.66,2.7,4.71,352.8,135,2
180264,22,17.31,6.54,2.17,8.6,380.9,91,2
182979,1,105.0,105.0,0.0,0.0,105.0,0,1
184062,17,18.4,4.84,4.77,8.79,312.8,67,2
184066,4,25.13,12.63,0.0,12.5,100.5,15,1
184068,12,27.72,12.03,5.04,10.65,332.7,60,2
184071,29,16.43,7.39,1.6,7.45,476.5,136,0
184073,23,19.73,8.31,1.87,9.54,453.7,93,0
184075,26,24.43,12.58,3.09,8.77,635.3,93,0
184076,26,14.63,5.87,2.52,6.25,380.3,86,2
184077,26,17.11,7.5,2.22,7.38,444.8,73,0
181079,29,13.91,5.39,1.56,6.96,403.4,170,2
181080,29,9.32,4.13,2.51,2.69,270.4,151,2
181081,29,20.4,8.67,5.46,6.27,591.5,123,0
181083,29,18.59,8.57,2.52,7.51,539.1,167,0
181084,22,13.79,5.65,2.71,5.43,303.4,106,2
181086,29,18.01,9.96,1.88,6.18,522.4,165,0
181087,21,6.54,0.8,3.95,1.8,137.4,63,1
181090,24,17.22,7.52,2.64,7.07,413.4,75,2
181360,15,24.01,12.4,2.38,9.23,360.2,56,2
182861,28,17.93,7.72,2.73,7.48,502.0,107,0
182863,25,13.76,7.62,0.75,5.4,344.1,67,2
182864,15,13.07,5.35,2.47,5.25,196.1,53,1
182865,29,18.69,10.28,2.11,6.3,542.1,187,0
181350,17,17.13,9.08,0.81,7.24,291.2,61,2
181351,13,9.12,5.35,2.62,1.15,118.5,23,1
182866,29,22.24,9.08,3.29,9.88,645.1,106,0
182636,11,12.26,4.03,2.84,5.4,134.9,29,1
182639,1,43.7,43.7,0.0,0.0,43.7,0,1
180787,26,11.69,4.14,2.15,5.39,303.9,99,2
180789,4,16.63,4.7,8.63,3.3,66.5,18,1
180790,22,12.88,4.03,2.63,6.22,283.4,75,2
180792,26,9.54,4.49,1.57,3.48,248.1,126,2
181792,22,15.77,6.44,2.43,6.91,347.0,99,2
181795,12,17.61,8.88,1.38,7.35,211.3,45,1
181268,28,11.48,5.27,1.88,4.33,321.4,141,2
181269,23,9.6,3.26,1.43,4.9,220.7,62,1
181270,23,15.75,2.22,2.78,10.74,362.2,60,2
181271,29,16.47,7.47,2.87,6.13,477.6,98,0
181272,1,29.9,29.9,0.0,0.0,29.9,0,1
181796,24,11.62,4.97,3.37,3.28,278.8,104,2
181797,16,18.76,6.75,1.41,10.61,300.2,56,2
181273,22,13.95,5.73,2.62,5.6,306.9,84,2
181274,27,12.03,5.27,1.12,5.64,324.8,95,2
181275,29,12.49,5.06,0.86,6.57,362.1,147,2
182701,25,15.85,4.7,2.99,8.16,396.3,97,2
182703,22,15.68,6.83,1.25,7.6,344.9,72,2
182704,15,12.59,2.82,3.39,6.38,188.9,35,1
182706,22,13.58,4.55,4.15,4.88,298.8,61,2
182707,25,15.34,6.03,2.34,6.96,383.4,89,2
181369,14,21.92,13.43,2.49,6.0,306.9,37,2
181078,27,27.7,9.96,6.49,11.25,748.0,154,0
181069,24,20.08,7.83,1.15,11.09,481.9,83,0
181071,28,14.59,5.04,2.81,6.74,408.55,98,2
181073,29,17.75,7.64,1.71,8.39,514.8,112,0
181077,26,12.24,5.4,2.77,4.07,318.3,79,2
182436,23,13.68,3.05,2.71,7.93,314.7,76,2
182438,15,9.14,3.51,1.97,3.65,137.1,47,1
182439,19,10.78,3.35,0.79,6.64,204.9,56,1
180626,5,6.0,4.0,0.0,2.0,30.0,6,1
180627,14,10.78,1.43,9.19,0.16,150.9,23,1
180633,7,28.67,13.4,3.57,11.7,200.7,49,1
182441,20,6.53,1.76,0.32,4.45,130.5,68,1
182443,22,13.05,4.11,2.58,6.36,287.2,86,2
182444,20,9.28,1.84,2.06,5.38,185.6,56,1
182445,23,18.08,10.02,0.95,7.11,415.9,84,2
182447,22,16.61,6.29,2.83,7.49,365.4,127,2
183043,24,14.03,6.42,2.21,5.4,336.8,59,2
183045,22,15.7,4.0,3.27,8.43,345.5,47,2
183046,20,13.52,4.15,3.89,5.47,270.3,52,2
183048,6,17.67,4.33,6.67,6.67,106.0,12,1
183049,8,15.09,11.31,0.46,3.31,120.69,16,1
183051,23,13.89,3.07,2.75,8.07,319.5,111,2
183052,16,12.67,4.17,3.56,4.94,202.7,76,1
181946,29,10.11,4.14,1.96,4.0,293.1,131,2
181947,24,30.42,13.78,3.43,13.21,730.1,180,0
181948,26,18.8,9.11,2.76,6.92,488.7,89,0
181949,22,18.02,8.25,3.0,6.77,396.5,75,2
181070,23,15.35,6.11,3.1,6.14,353.1,76,2
183535,7,13.4,9.14,1.69,2.57,93.8,18,1
182883,22,9.08,3.85,2.91,2.32,199.8,68,1
182884,19,12.23,3.42,2.02,6.78,232.3,94,2
182708,21,11.79,3.57,1.65,6.58,247.6,58,2
182448,10,10.04,1.0,3.05,5.99,100.4,31,1
182449,10,7.4,2.1,0.18,5.12,74.0,15,1
182452,22,15.67,6.85,2.27,6.55,344.7,80,2
182453,22,12.08,6.13,0.57,5.39,265.8,76,2
182455,28,15.29,7.71,0.42,7.15,428.1,102,0
182456,28,19.1,8.07,3.19,7.84,534.7,163,0
182457,12,10.2,3.31,1.85,5.04,122.4,31,1
182458,25,11.35,3.73,0.54,7.08,283.7,74,2
181409,25,17.15,8.26,2.7,6.18,428.7,187,0
181410,21,10.98,1.57,1.69,7.71,230.5,61,2
181411,23,13.48,6.34,1.72,5.41,310.0,124,2
182234,19,18.72,9.22,1.05,8.45,355.6,58,2
181412,18,16.52,8.24,1.23,7.05,297.4,60,2
181413,28,23.61,11.36,2.75,9.5,661.2,120,0
181038,1,69.6,0.0,0.0,69.6,69.6,0,1
182993,6,16.77,6.58,1.5,8.68,100.6,18,1
182998,22,13.14,5.57,0.8,6.78,289.1,61,2
180265,26,9.98,4.84,2.17,2.97,259.5,104,2
180266,20,8.48,3.23,0.86,4.4,169.6,89,1
180267,24,9.7,3.86,2.09,3.75,232.9,77,2
180268,24,11.88,5.1,0.42,6.37,285.21,99,2
